Id,Category
0,OOK
1,OOK
2,8PSK
3,FM
4,8PSK
5,OOK
6,OOK
7,4ASK
8,8PSK
9,8PSK
10,BPSK
11,AM-SSB-SC
12,OOK
13,16PSK
14,8PSK
15,AM-DSB-SC
16,QPSK
17,FM
18,QPSK
19,4ASK
20,8PSK
21,AM-SSB-SC
22,BPSK
23,BPSK
24,QPSK
25,8PSK
26,OQPSK
27,8PSK
28,AM-DSB-SC
29,8PSK
30,8PSK
31,8PSK
32,16PSK
33,8PSK
34,QPSK
35,OQPSK
36,OQPSK
37,OQPSK
38,QPSK
39,OOK
40,16PSK
41,OOK
42,OOK
43,4ASK
44,AM-SSB-SC
45,QPSK
46,OOK
47,8PSK
48,BPSK
49,4ASK
50,OOK
51,BPSK
52,QPSK
53,AM-DSB-SC
54,AM-DSB-SC
55,AM-DSB-SC
56,OOK
57,8PSK
58,OQPSK
59,BPSK
60,OOK
61,4ASK
62,AM-SSB-SC
63,AM-DSB-SC
64,QPSK
65,8PSK
66,8PSK
67,AM-DSB-SC
68,AM-SSB-SC
69,8PSK
70,16PSK
71,AM-DSB-SC
72,16PSK
73,OQPSK
74,FM
75,OOK
76,8PSK
77,4ASK
78,BPSK
79,4ASK
80,AM-SSB-SC
81,BPSK
82,QPSK
83,AM-SSB-SC
84,OOK
85,QPSK
86,8PSK
87,OOK
88,8PSK
89,BPSK
90,AM-SSB-SC
91,OOK
92,4ASK
93,OOK
94,AM-DSB-SC
95,BPSK
96,QPSK
97,4ASK
98,AM-SSB-SC
99,BPSK
100,QPSK
101,OOK
102,OOK
103,16PSK
104,OOK
105,QPSK
106,OOK
107,OOK
108,BPSK
109,16PSK
110,OOK
111,4ASK
112,8PSK
113,AM-DSB-SC
114,OQPSK
115,4ASK
116,BPSK
117,OQPSK
118,OOK
119,8PSK
120,QPSK
121,OOK
122,FM
123,8PSK
124,AM-SSB-SC
125,OOK
126,BPSK
127,AM-SSB-SC
128,AM-SSB-SC
129,AM-SSB-SC
130,AM-DSB-SC
131,8PSK
132,OOK
133,FM
134,OQPSK
135,AM-SSB-SC
136,OOK
137,8PSK
138,8PSK
139,16PSK
140,OOK
141,AM-SSB-SC
142,FM
143,OOK
144,AM-DSB-SC
145,QPSK
146,OOK
147,4ASK
148,AM-DSB-SC
149,BPSK
150,BPSK
151,BPSK
152,AM-SSB-SC
153,FM
154,AM-SSB-SC
155,OOK
156,OOK
157,FM
158,BPSK
159,OQPSK
160,FM
161,OOK
162,8PSK
163,OOK
164,BPSK
165,QPSK
166,8PSK
167,4ASK
168,BPSK
169,16PSK
170,FM
171,AM-SSB-SC
172,8PSK
173,BPSK
174,OOK
175,AM-SSB-SC
176,8PSK
177,8PSK
178,8PSK
179,OOK
180,OQPSK
181,8PSK
182,AM-SSB-SC
183,OOK
184,OOK
185,8PSK
186,BPSK
187,BPSK
188,QPSK
189,8PSK
190,OQPSK
191,FM
192,AM-SSB-SC
193,8PSK
194,8PSK
195,OQPSK
196,AM-DSB-SC
197,OOK
198,OOK
199,OOK
200,OOK
201,AM-SSB-SC
202,BPSK
203,8PSK
204,QPSK
205,AM-DSB-SC
206,QPSK
207,8PSK
208,16PSK
209,8PSK
210,8PSK
211,16PSK
212,4ASK
213,OQPSK
214,4ASK
215,QPSK
216,FM
217,OOK
218,AM-SSB-SC
219,16PSK
220,8PSK
221,QPSK
222,OOK
223,OOK
224,8PSK
225,16PSK
226,OOK
227,AM-DSB-SC
228,OQPSK
229,AM-SSB-SC
230,AM-SSB-SC
231,4ASK
232,8PSK
233,OQPSK
234,BPSK
235,BPSK
236,AM-DSB-SC
237,FM
238,OOK
239,QPSK
240,AM-DSB-SC
241,8PSK
242,QPSK
243,OQPSK
244,BPSK
245,QPSK
246,OQPSK
247,16PSK
248,BPSK
249,OOK
250,AM-SSB-SC
251,16PSK
252,FM
253,16PSK
254,BPSK
255,BPSK
256,QPSK
257,4ASK
258,AM-DSB-SC
259,OOK
260,AM-SSB-SC
261,8PSK
262,16PSK
263,FM
264,QPSK
265,8PSK
266,AM-SSB-SC
267,8PSK
268,8PSK
269,QPSK
270,8PSK
271,BPSK
272,BPSK
273,AM-SSB-SC
274,OQPSK
275,OOK
276,OQPSK
277,AM-SSB-SC
278,16PSK
279,AM-DSB-SC
280,OOK
281,16PSK
282,AM-SSB-SC
283,8PSK
284,AM-DSB-SC
285,FM
286,AM-SSB-SC
287,OOK
288,8PSK
289,BPSK
290,BPSK
291,FM
292,BPSK
293,AM-DSB-SC
294,AM-SSB-SC
295,BPSK
296,8PSK
297,BPSK
298,8PSK
299,OOK
300,8PSK
301,8PSK
302,BPSK
303,AM-SSB-SC
304,AM-DSB-SC
305,AM-SSB-SC
306,16PSK
307,OQPSK
308,OOK
309,OOK
310,BPSK
311,FM
312,BPSK
313,8PSK
314,QPSK
315,16PSK
316,AM-SSB-SC
317,4ASK
318,FM
319,16PSK
320,AM-SSB-SC
321,OOK
322,BPSK
323,AM-DSB-SC
324,8PSK
325,4ASK
326,AM-DSB-SC
327,BPSK
328,AM-DSB-SC
329,4ASK
330,8PSK
331,AM-DSB-SC
332,BPSK
333,BPSK
334,BPSK
335,AM-DSB-SC
336,4ASK
337,BPSK
338,QPSK
339,OOK
340,AM-SSB-SC
341,BPSK
342,8PSK
343,BPSK
344,AM-DSB-SC
345,FM
346,QPSK
347,BPSK
348,4ASK
349,AM-DSB-SC
350,16PSK
351,AM-SSB-SC
352,AM-SSB-SC
353,OOK
354,OOK
355,BPSK
356,8PSK
357,OOK
358,BPSK
359,4ASK
360,BPSK
361,8PSK
362,FM
363,AM-DSB-SC
364,BPSK
365,OQPSK
366,8PSK
367,4ASK
368,AM-SSB-SC
369,8PSK
370,8PSK
371,FM
372,8PSK
373,8PSK
374,BPSK
375,8PSK
376,AM-DSB-SC
377,8PSK
378,8PSK
379,QPSK
380,OOK
381,OOK
382,BPSK
383,8PSK
384,BPSK
385,BPSK
386,FM
387,8PSK
388,OOK
389,4ASK
390,AM-SSB-SC
391,4ASK
392,AM-SSB-SC
393,8PSK
394,BPSK
395,BPSK
396,OOK
397,OOK
398,8PSK
399,OQPSK
400,AM-DSB-SC
401,OOK
402,OOK
403,8PSK
404,8PSK
405,BPSK
406,8PSK
407,AM-SSB-SC
408,AM-DSB-SC
409,4ASK
410,OOK
411,16PSK
412,8PSK
413,OOK
414,AM-SSB-SC
415,4ASK
416,16PSK
417,AM-DSB-SC
418,AM-SSB-SC
419,AM-DSB-SC
420,8PSK
421,BPSK
422,OOK
423,8PSK
424,AM-SSB-SC
425,OOK
426,BPSK
427,8PSK
428,OOK
429,OOK
430,OQPSK
431,4ASK
432,AM-SSB-SC
433,AM-DSB-SC
434,OOK
435,8PSK
436,AM-SSB-SC
437,OQPSK
438,FM
439,4ASK
440,8PSK
441,OOK
442,4ASK
443,8PSK
444,8PSK
445,QPSK
446,BPSK
447,BPSK
448,8PSK
449,BPSK
450,8PSK
451,16PSK
452,QPSK
453,8PSK
454,OOK
455,8PSK
456,OQPSK
457,AM-DSB-SC
458,4ASK
459,8PSK
460,BPSK
461,8PSK
462,OQPSK
463,OOK
464,BPSK
465,QPSK
466,16PSK
467,8PSK
468,8PSK
469,4ASK
470,4ASK
471,QPSK
472,BPSK
473,AM-DSB-SC
474,OQPSK
475,AM-SSB-SC
476,OQPSK
477,FM
478,BPSK
479,BPSK
480,OQPSK
481,8PSK
482,OOK
483,QPSK
484,BPSK
485,8PSK
486,16PSK
487,QPSK
488,QPSK
489,BPSK
490,BPSK
491,FM
492,4ASK
493,OQPSK
494,8PSK
495,OOK
496,BPSK
497,OOK
498,BPSK
499,BPSK
