Id,Category
0,OOK
1,OOK
2,4ASK
3,FM
4,4ASK
5,4ASK
6,4ASK
7,4ASK
8,4ASK
9,4ASK
10,4ASK
11,AM-DSB-SC
12,QPSK
13,16PSK
14,8PSK
15,AM-DSB-SC
16,QPSK
17,FM
18,QPSK
19,4ASK
20,BPSK
21,4ASK
22,4ASK
23,BPSK
24,QPSK
25,4ASK
26,OQPSK
27,4ASK
28,AM-SSB-SC
29,8PSK
30,4ASK
31,QPSK
32,16PSK
33,4ASK
34,QPSK
35,OQPSK
36,OQPSK
37,OQPSK
38,QPSK
39,4ASK
40,4ASK
41,OOK
42,QPSK
43,8PSK
44,4ASK
45,QPSK
46,OOK
47,4ASK
48,4ASK
49,AM-DSB-SC
50,OOK
51,4ASK
52,QPSK
53,4ASK
54,AM-DSB-SC
55,BPSK
56,QPSK
57,4ASK
58,OQPSK
59,BPSK
60,4ASK
61,4ASK
62,4ASK
63,4ASK
64,QPSK
65,4ASK
66,BPSK
67,AM-SSB-SC
68,4ASK
69,4ASK
70,16PSK
71,8PSK
72,16PSK
73,OQPSK
74,FM
75,OOK
76,4ASK
77,4ASK
78,QPSK
79,16PSK
80,4ASK
81,4ASK
82,QPSK
83,4ASK
84,QPSK
85,BPSK
86,QPSK
87,OOK
88,4ASK
89,BPSK
90,AM-SSB-SC
91,4ASK
92,4ASK
93,QPSK
94,AM-SSB-SC
95,4ASK
96,QPSK
97,4ASK
98,4ASK
99,BPSK
100,4ASK
101,BPSK
102,4ASK
103,16PSK
104,BPSK
105,QPSK
106,QPSK
107,OOK
108,QPSK
109,16PSK
110,4ASK
111,4ASK
112,BPSK
113,AM-DSB-SC
114,OQPSK
115,AM-SSB-SC
116,BPSK
117,OQPSK
118,4ASK
119,4ASK
120,QPSK
121,OOK
122,FM
123,8PSK
124,4ASK
125,4ASK
126,BPSK
127,AM-SSB-SC
128,4ASK
129,4ASK
130,AM-DSB-SC
131,4ASK
132,BPSK
133,FM
134,OQPSK
135,4ASK
136,OOK
137,8PSK
138,4ASK
139,AM-DSB-SC
140,4ASK
141,AM-SSB-SC
142,FM
143,4ASK
144,AM-DSB-SC
145,QPSK
146,OOK
147,4ASK
148,AM-DSB-SC
149,BPSK
150,BPSK
151,QPSK
152,AM-DSB-SC
153,FM
154,AM-SSB-SC
155,OOK
156,OOK
157,FM
158,BPSK
159,OQPSK
160,FM
161,BPSK
162,4ASK
163,4ASK
164,QPSK
165,4ASK
166,4ASK
167,4ASK
168,BPSK
169,16PSK
170,FM
171,8PSK
172,4ASK
173,QPSK
174,OOK
175,4ASK
176,8PSK
177,BPSK
178,BPSK
179,4ASK
180,OQPSK
181,4ASK
182,AM-DSB-SC
183,4ASK
184,4ASK
185,4ASK
186,4ASK
187,QPSK
188,QPSK
189,8PSK
190,OQPSK
191,FM
192,4ASK
193,4ASK
194,BPSK
195,OQPSK
196,4ASK
197,QPSK
198,4ASK
199,OOK
200,OOK
201,AM-SSB-SC
202,BPSK
203,4ASK
204,QPSK
205,AM-DSB-SC
206,QPSK
207,4ASK
208,AM-DSB-SC
209,4ASK
210,BPSK
211,4ASK
212,4ASK
213,OQPSK
214,4ASK
215,QPSK
216,FM
217,QPSK
218,4ASK
219,16PSK
220,4ASK
221,4ASK
222,OOK
223,QPSK
224,4ASK
225,OQPSK
226,QPSK
227,AM-DSB-SC
228,OQPSK
229,AM-SSB-SC
230,AM-SSB-SC
231,4ASK
232,8PSK
233,OQPSK
234,BPSK
235,4ASK
236,4ASK
237,FM
238,4ASK
239,QPSK
240,4ASK
241,4ASK
242,4ASK
243,OQPSK
244,QPSK
245,QPSK
246,OQPSK
247,16PSK
248,BPSK
249,BPSK
250,4ASK
251,AM-DSB-SC
252,FM
253,4ASK
254,BPSK
255,BPSK
256,QPSK
257,4ASK
258,AM-DSB-SC
259,OOK
260,AM-SSB-SC
261,8PSK
262,16PSK
263,FM
264,QPSK
265,BPSK
266,4ASK
267,8PSK
268,QPSK
269,QPSK
270,BPSK
271,4ASK
272,4ASK
273,AM-SSB-SC
274,OQPSK
275,QPSK
276,OQPSK
277,4ASK
278,16PSK
279,AM-SSB-SC
280,4ASK
281,16PSK
282,AM-SSB-SC
283,8PSK
284,AM-DSB-SC
285,FM
286,4ASK
287,4ASK
288,8PSK
289,BPSK
290,BPSK
291,FM
292,4ASK
293,AM-SSB-SC
294,AM-SSB-SC
295,BPSK
296,4ASK
297,BPSK
298,8PSK
299,4ASK
300,4ASK
301,8PSK
302,BPSK
303,4ASK
304,AM-DSB-SC
305,4ASK
306,16PSK
307,OQPSK
308,QPSK
309,OOK
310,AM-SSB-SC
311,FM
312,4ASK
313,AM-SSB-SC
314,QPSK
315,16PSK
316,4ASK
317,AM-SSB-SC
318,FM
319,16PSK
320,4ASK
321,4ASK
322,BPSK
323,AM-DSB-SC
324,BPSK
325,4ASK
326,4ASK
327,BPSK
328,4ASK
329,4ASK
330,8PSK
331,4ASK
332,BPSK
333,4ASK
334,BPSK
335,4ASK
336,4ASK
337,QPSK
338,QPSK
339,QPSK
340,4ASK
341,4ASK
342,BPSK
343,4ASK
344,4ASK
345,FM
346,QPSK
347,4ASK
348,4ASK
349,4ASK
350,16PSK
351,4ASK
352,16PSK
353,OOK
354,OOK
355,4ASK
356,BPSK
357,4ASK
358,BPSK
359,AM-DSB-SC
360,QPSK
361,4ASK
362,FM
363,AM-DSB-SC
364,4ASK
365,OQPSK
366,QPSK
367,4ASK
368,AM-SSB-SC
369,8PSK
370,4ASK
371,FM
372,4ASK
373,4ASK
374,4ASK
375,4ASK
376,AM-DSB-SC
377,4ASK
378,8PSK
379,BPSK
380,OOK
381,BPSK
382,4ASK
383,4ASK
384,BPSK
385,BPSK
386,FM
387,4ASK
388,QPSK
389,4ASK
390,4ASK
391,4ASK
392,4ASK
393,4ASK
394,BPSK
395,4ASK
396,OOK
397,BPSK
398,QPSK
399,OQPSK
400,AM-DSB-SC
401,QPSK
402,4ASK
403,8PSK
404,4ASK
405,QPSK
406,8PSK
407,4ASK
408,AM-DSB-SC
409,4ASK
410,OOK
411,16PSK
412,8PSK
413,4ASK
414,4ASK
415,4ASK
416,16PSK
417,4ASK
418,BPSK
419,4ASK
420,8PSK
421,BPSK
422,4ASK
423,4ASK
424,AM-SSB-SC
425,QPSK
426,4ASK
427,8PSK
428,OOK
429,BPSK
430,OQPSK
431,4ASK
432,QPSK
433,4ASK
434,4ASK
435,8PSK
436,4ASK
437,OQPSK
438,FM
439,AM-SSB-SC
440,4ASK
441,OOK
442,AM-DSB-SC
443,4ASK
444,BPSK
445,4ASK
446,4ASK
447,BPSK
448,8PSK
449,4ASK
450,4ASK
451,16PSK
452,QPSK
453,BPSK
454,4ASK
455,4ASK
456,OQPSK
457,AM-DSB-SC
458,AM-DSB-SC
459,4ASK
460,BPSK
461,8PSK
462,OQPSK
463,OOK
464,4ASK
465,QPSK
466,16PSK
467,4ASK
468,8PSK
469,4ASK
470,4ASK
471,QPSK
472,BPSK
473,4ASK
474,OQPSK
475,4ASK
476,BPSK
477,FM
478,BPSK
479,BPSK
480,OOK
481,4ASK
482,OOK
483,QPSK
484,BPSK
485,4ASK
486,AM-DSB-SC
487,QPSK
488,QPSK
489,BPSK
490,BPSK
491,FM
492,4ASK
493,OQPSK
494,8PSK
495,4ASK
496,BPSK
497,4ASK
498,BPSK
499,BPSK
500,4ASK
501,4ASK
502,QPSK
503,AM-SSB-SC
504,QPSK
505,QPSK
506,16PSK
507,QPSK
508,OOK
509,QPSK
510,4ASK
511,16PSK
512,4ASK
513,4ASK
514,BPSK
515,QPSK
516,OOK
517,4ASK
518,OQPSK
