Id,Category
0,OOK
1,OOK
2,QPSK
3,FM
4,QPSK
5,QPSK
6,QPSK
7,AM-SSB-SC
8,QPSK
9,QPSK
10,QPSK
11,4ASK
12,QPSK
13,16PSK
14,8PSK
15,AM-DSB-SC
16,QPSK
17,FM
18,QPSK
19,4ASK
20,QPSK
21,4ASK
22,BPSK
23,QPSK
24,QPSK
25,BPSK
26,OQPSK
27,QPSK
28,4ASK
29,8PSK
30,AM-SSB-SC
31,QPSK
32,16PSK
33,BPSK
34,QPSK
35,OQPSK
36,OQPSK
37,OQPSK
38,QPSK
39,QPSK
40,4ASK
41,OOK
42,QPSK
43,8PSK
44,AM-SSB-SC
45,QPSK
46,OOK
47,AM-SSB-SC
48,QPSK
49,AM-DSB-SC
50,OOK
51,QPSK
52,QPSK
53,AM-DSB-SC
54,AM-DSB-SC
55,AM-SSB-SC
56,QPSK
57,QPSK
58,OQPSK
59,QPSK
60,QPSK
61,4ASK
62,4ASK
63,4ASK
64,QPSK
65,BPSK
66,QPSK
67,4ASK
68,4ASK
69,QPSK
70,16PSK
71,4ASK
72,AM-DSB-SC
73,OQPSK
74,FM
75,OOK
76,QPSK
77,4ASK
78,QPSK
79,4ASK
80,QPSK
81,QPSK
82,QPSK
83,QPSK
84,QPSK
85,AM-SSB-SC
86,QPSK
87,OOK
88,QPSK
89,BPSK
90,4ASK
91,QPSK
92,AM-DSB-SC
93,QPSK
94,AM-SSB-SC
95,QPSK
96,QPSK
97,QPSK
98,BPSK
99,AM-SSB-SC
100,QPSK
101,QPSK
102,QPSK
103,AM-DSB-SC
104,QPSK
105,QPSK
106,QPSK
107,OOK
108,QPSK
109,16PSK
110,QPSK
111,4ASK
112,QPSK
113,AM-DSB-SC
114,OQPSK
115,AM-SSB-SC
116,BPSK
117,OQPSK
118,QPSK
119,4ASK
120,QPSK
121,OOK
122,FM
123,8PSK
124,QPSK
125,QPSK
126,BPSK
127,AM-SSB-SC
128,AM-SSB-SC
129,4ASK
130,AM-DSB-SC
131,QPSK
132,QPSK
133,FM
134,OQPSK
135,QPSK
136,OOK
137,8PSK
138,QPSK
139,AM-DSB-SC
140,QPSK
141,AM-SSB-SC
142,FM
143,QPSK
144,AM-DSB-SC
145,QPSK
146,OOK
147,AM-DSB-SC
148,AM-DSB-SC
149,BPSK
150,BPSK
151,QPSK
152,AM-DSB-SC
153,FM
154,4ASK
155,OOK
156,OOK
157,FM
158,BPSK
159,OQPSK
160,FM
161,QPSK
162,QPSK
163,QPSK
164,QPSK
165,QPSK
166,QPSK
167,4ASK
168,BPSK
169,16PSK
170,FM
171,8PSK
172,AM-SSB-SC
173,QPSK
174,OOK
175,8PSK
176,8PSK
177,QPSK
178,QPSK
179,QPSK
180,OQPSK
181,QPSK
182,AM-DSB-SC
183,QPSK
184,QPSK
185,QPSK
186,QPSK
187,QPSK
188,QPSK
189,8PSK
190,OQPSK
191,FM
192,4ASK
193,QPSK
194,AM-SSB-SC
195,BPSK
196,8PSK
197,QPSK
198,QPSK
199,OOK
200,OOK
201,AM-DSB-SC
202,BPSK
203,QPSK
204,QPSK
205,AM-DSB-SC
206,QPSK
207,QPSK
208,16PSK
209,QPSK
210,QPSK
211,AM-SSB-SC
212,4ASK
213,OQPSK
214,4ASK
215,QPSK
216,FM
217,QPSK
218,AM-SSB-SC
219,16PSK
220,QPSK
221,QPSK
222,OOK
223,QPSK
224,QPSK
225,AM-SSB-SC
226,QPSK
227,AM-DSB-SC
228,OQPSK
229,AM-DSB-SC
230,AM-SSB-SC
231,4ASK
232,8PSK
233,OQPSK
234,BPSK
235,QPSK
236,AM-SSB-SC
237,FM
238,QPSK
239,QPSK
240,AM-DSB-SC
241,QPSK
242,QPSK
243,OQPSK
244,QPSK
245,QPSK
246,OQPSK
247,AM-DSB-SC
248,OQPSK
249,QPSK
250,AM-SSB-SC
251,4ASK
252,FM
253,BPSK
254,BPSK
255,16PSK
256,QPSK
257,AM-DSB-SC
258,AM-DSB-SC
259,OOK
260,4ASK
261,8PSK
262,16PSK
263,FM
264,QPSK
265,QPSK
266,8PSK
267,8PSK
268,QPSK
269,QPSK
270,QPSK
271,BPSK
272,QPSK
273,AM-SSB-SC
274,OQPSK
275,QPSK
276,OQPSK
277,QPSK
278,16PSK
279,4ASK
280,BPSK
281,16PSK
282,4ASK
283,8PSK
284,AM-DSB-SC
285,FM
286,QPSK
287,QPSK
288,8PSK
289,QPSK
290,BPSK
291,FM
292,QPSK
293,8PSK
294,4ASK
295,QPSK
296,QPSK
297,QPSK
298,8PSK
299,QPSK
300,AM-SSB-SC
301,4ASK
302,BPSK
303,4ASK
304,4ASK
305,QPSK
306,16PSK
307,OQPSK
308,QPSK
309,OOK
310,BPSK
311,FM
312,QPSK
313,4ASK
314,QPSK
315,16PSK
316,4ASK
317,4ASK
318,FM
319,16PSK
320,AM-SSB-SC
321,QPSK
322,BPSK
323,AM-DSB-SC
324,QPSK
325,4ASK
326,8PSK
327,16PSK
328,AM-SSB-SC
329,4ASK
330,8PSK
331,AM-SSB-SC
332,BPSK
333,QPSK
334,BPSK
335,4ASK
336,AM-DSB-SC
337,QPSK
338,QPSK
339,QPSK
340,QPSK
341,QPSK
342,QPSK
343,QPSK
344,4ASK
345,FM
346,QPSK
347,AM-SSB-SC
348,4ASK
349,AM-SSB-SC
350,16PSK
351,AM-SSB-SC
352,16PSK
353,OOK
354,OOK
355,AM-SSB-SC
356,QPSK
357,QPSK
358,BPSK
359,4ASK
360,QPSK
361,AM-SSB-SC
362,FM
363,AM-DSB-SC
364,QPSK
365,OQPSK
366,QPSK
367,4ASK
368,4ASK
369,8PSK
370,AM-SSB-SC
371,FM
372,QPSK
373,AM-SSB-SC
374,QPSK
375,AM-SSB-SC
376,AM-DSB-SC
377,8PSK
378,4ASK
379,QPSK
380,OOK
381,QPSK
382,QPSK
383,4ASK
384,QPSK
385,BPSK
386,FM
387,AM-SSB-SC
388,QPSK
389,4ASK
390,QPSK
391,4ASK
392,AM-DSB-SC
393,QPSK
394,QPSK
395,QPSK
396,OQPSK
397,QPSK
398,QPSK
399,OQPSK
400,4ASK
401,QPSK
402,QPSK
403,4ASK
404,QPSK
405,QPSK
406,8PSK
407,AM-SSB-SC
408,AM-DSB-SC
409,AM-DSB-SC
410,OOK
411,AM-DSB-SC
412,8PSK
413,QPSK
414,QPSK
415,4ASK
416,AM-DSB-SC
417,8PSK
418,QPSK
419,AM-DSB-SC
420,8PSK
421,BPSK
422,QPSK
423,QPSK
424,4ASK
425,BPSK
426,QPSK
427,4ASK
428,OOK
429,QPSK
430,OQPSK
431,8PSK
432,QPSK
433,AM-DSB-SC
434,QPSK
435,8PSK
436,4ASK
437,OQPSK
438,FM
439,4ASK
440,QPSK
441,OOK
442,AM-DSB-SC
443,8PSK
444,QPSK
445,AM-SSB-SC
446,QPSK
447,BPSK
448,4ASK
449,QPSK
450,AM-SSB-SC
451,16PSK
452,QPSK
453,QPSK
454,QPSK
455,4ASK
456,OQPSK
457,AM-DSB-SC
458,AM-DSB-SC
459,AM-SSB-SC
460,BPSK
461,8PSK
462,OQPSK
463,OOK
464,QPSK
465,QPSK
466,16PSK
467,QPSK
468,8PSK
469,BPSK
470,4ASK
471,AM-SSB-SC
472,QPSK
473,4ASK
474,OQPSK
475,QPSK
476,BPSK
477,FM
478,BPSK
479,BPSK
480,AM-SSB-SC
481,BPSK
482,OOK
483,QPSK
484,BPSK
485,8PSK
486,AM-DSB-SC
487,QPSK
488,QPSK
489,QPSK
490,QPSK
491,FM
492,4ASK
493,OQPSK
494,8PSK
495,QPSK
496,BPSK
497,BPSK
498,BPSK
