Id,Category
0,OQPSK
1,OOK
2,OOK
3,FM
4,QPSK
5,QPSK
6,QPSK
7,16PSK
8,QPSK
9,QPSK
10,QPSK
11,8PSK
12,QPSK
13,16PSK
14,8PSK
15,AM-DSB-SC
16,QPSK
17,FM
18,QPSK
19,4ASK
20,FM
21,AM-SSB-SC
22,OQPSK
23,QPSK
24,QPSK
25,QPSK
26,OQPSK
27,FM
28,FM
29,8PSK
30,4ASK
31,QPSK
32,16PSK
33,FM
34,QPSK
35,OQPSK
36,OQPSK
37,OQPSK
38,QPSK
39,QPSK
40,16PSK
41,OOK
42,QPSK
43,8PSK
44,AM-SSB-SC
45,QPSK
46,OOK
47,OOK
48,FM
49,4ASK
50,OOK
51,QPSK
52,QPSK
53,AM-DSB-SC
54,16PSK
55,OQPSK
56,QPSK
57,8PSK
58,OQPSK
59,FM
60,QPSK
61,4ASK
62,8PSK
63,AM-DSB-SC
64,QPSK
65,OQPSK
66,16PSK
67,AM-DSB-SC
68,AM-SSB-SC
69,FM
70,16PSK
71,FM
72,16PSK
73,OQPSK
74,FM
75,OOK
76,QPSK
77,AM-SSB-SC
78,FM
79,4ASK
80,QPSK
81,QPSK
82,QPSK
83,QPSK
84,QPSK
85,QPSK
86,QPSK
87,OOK
88,QPSK
89,BPSK
90,AM-SSB-SC
91,QPSK
92,4ASK
93,QPSK
94,AM-DSB-SC
95,QPSK
96,QPSK
97,OQPSK
98,16PSK
99,BPSK
100,QPSK
101,QPSK
102,QPSK
103,16PSK
104,QPSK
105,QPSK
106,QPSK
107,OOK
108,QPSK
109,16PSK
110,QPSK
111,4ASK
112,FM
113,AM-DSB-SC
114,OQPSK
115,4ASK
116,BPSK
117,OQPSK
118,QPSK
119,8PSK
120,QPSK
121,OOK
122,FM
123,8PSK
124,QPSK
125,QPSK
126,BPSK
127,AM-SSB-SC
128,OQPSK
129,AM-SSB-SC
130,AM-DSB-SC
131,FM
132,QPSK
133,FM
134,OQPSK
135,QPSK
136,OOK
137,8PSK
138,QPSK
139,16PSK
140,QPSK
141,AM-SSB-SC
142,FM
143,QPSK
144,4ASK
145,QPSK
146,OOK
147,4ASK
148,AM-DSB-SC
149,BPSK
150,BPSK
151,QPSK
152,AM-DSB-SC
153,FM
154,AM-SSB-SC
155,OOK
156,OOK
157,FM
158,BPSK
159,OQPSK
160,FM
161,QPSK
162,QPSK
163,QPSK
164,QPSK
165,QPSK
166,4ASK
167,4ASK
168,BPSK
169,16PSK
170,FM
171,AM-SSB-SC
172,AM-SSB-SC
173,QPSK
174,OOK
175,AM-SSB-SC
176,8PSK
177,QPSK
178,QPSK
179,QPSK
180,OQPSK
181,QPSK
182,AM-DSB-SC
183,QPSK
184,QPSK
185,QPSK
186,QPSK
187,FM
188,QPSK
189,8PSK
190,OQPSK
191,FM
192,AM-SSB-SC
193,QPSK
194,FM
195,OQPSK
196,8PSK
197,QPSK
198,QPSK
199,OOK
200,OOK
201,AM-SSB-SC
202,BPSK
203,FM
204,QPSK
205,AM-DSB-SC
206,QPSK
207,QPSK
208,16PSK
209,QPSK
210,QPSK
211,16PSK
212,4ASK
213,OQPSK
214,4ASK
215,QPSK
216,FM
217,QPSK
218,AM-SSB-SC
219,16PSK
220,QPSK
221,QPSK
222,OOK
223,QPSK
224,QPSK
225,FM
226,FM
227,AM-DSB-SC
228,OQPSK
229,AM-SSB-SC
230,AM-DSB-SC
231,4ASK
232,8PSK
233,OQPSK
234,BPSK
235,FM
236,16PSK
237,FM
238,QPSK
239,QPSK
240,AM-DSB-SC
241,QPSK
242,QPSK
243,OQPSK
244,QPSK
245,QPSK
246,OQPSK
247,16PSK
248,BPSK
249,QPSK
250,OOK
251,16PSK
252,FM
253,OQPSK
254,BPSK
255,BPSK
256,QPSK
257,4ASK
258,4ASK
259,OOK
260,AM-SSB-SC
261,8PSK
262,16PSK
263,FM
264,QPSK
265,QPSK
266,AM-DSB-SC
267,8PSK
268,QPSK
269,QPSK
270,FM
271,QPSK
272,QPSK
273,AM-SSB-SC
274,OQPSK
275,QPSK
276,OQPSK
277,QPSK
278,16PSK
279,16PSK
280,FM
281,16PSK
282,AM-SSB-SC
283,4ASK
284,AM-DSB-SC
285,FM
286,QPSK
287,QPSK
288,8PSK
