Id,Category
0,BPSK
1,OOK
2,FM
3,FM
4,FM
5,BPSK
6,BPSK
7,AM-SSB-SC
8,BPSK
9,AM-DSB-SC
10,AM-DSB-SC
11,16PSK
12,BPSK
13,16PSK
14,16PSK
15,AM-DSB-SC
16,QPSK
17,FM
18,FM
19,4ASK
20,BPSK
21,16PSK
22,BPSK
23,BPSK
24,FM
25,FM
26,BPSK
27,BPSK
28,16PSK
29,16PSK
30,AM-SSB-SC
31,FM
32,16PSK
33,BPSK
34,QPSK
35,BPSK
36,BPSK
37,BPSK
38,QPSK
39,BPSK
40,16PSK
41,OOK
42,AM-DSB-SC
43,AM-SSB-SC
44,BPSK
45,QPSK
46,OOK
47,BPSK
48,FM
49,AM-DSB-SC
50,OOK
51,AM-DSB-SC
52,QPSK
53,4ASK
54,16PSK
55,BPSK
56,FM
57,BPSK
58,BPSK
59,BPSK
60,FM
61,AM-SSB-SC
62,16PSK
63,4ASK
64,QPSK
65,BPSK
66,FM
67,16PSK
68,16PSK
69,BPSK
70,16PSK
71,16PSK
72,16PSK
73,16PSK
74,FM
75,OOK
76,BPSK
77,16PSK
78,BPSK
79,AM-SSB-SC
80,BPSK
81,FM
82,BPSK
83,FM
84,FM
85,BPSK
86,FM
87,OOK
88,FM
89,16PSK
90,16PSK
91,FM
92,AM-DSB-SC
93,BPSK
94,16PSK
95,BPSK
96,QPSK
97,FM
98,BPSK
99,BPSK
100,BPSK
101,BPSK
102,FM
103,16PSK
104,FM
105,FM
106,FM
107,OOK
108,FM
109,16PSK
110,BPSK
111,AM-SSB-SC
112,AM-DSB-SC
113,AM-DSB-SC
114,BPSK
115,16PSK
116,16PSK
117,BPSK
118,FM
119,4ASK
120,QPSK
121,OOK
122,FM
123,8PSK
124,BPSK
125,FM
126,16PSK
127,AM-SSB-SC
128,BPSK
129,16PSK
130,AM-DSB-SC
131,BPSK
132,AM-DSB-SC
133,FM
134,BPSK
135,BPSK
136,OOK
137,4ASK
138,BPSK
139,16PSK
140,BPSK
141,AM-SSB-SC
142,FM
143,FM
144,AM-DSB-SC
145,QPSK
146,OOK
147,4ASK
148,16PSK
149,16PSK
150,BPSK
151,AM-DSB-SC
152,AM-DSB-SC
153,FM
154,16PSK
155,OOK
156,OOK
157,FM
158,16PSK
159,OQPSK
160,16PSK
161,BPSK
162,BPSK
163,AM-DSB-SC
164,AM-DSB-SC
165,AM-DSB-SC
166,BPSK
167,AM-SSB-SC
168,BPSK
169,AM-DSB-SC
170,16PSK
171,AM-SSB-SC
172,AM-SSB-SC
173,FM
174,OOK
175,4ASK
176,16PSK
177,FM
178,AM-DSB-SC
179,BPSK
180,BPSK
181,BPSK
182,16PSK
183,AM-DSB-SC
184,AM-DSB-SC
185,FM
186,FM
187,FM
188,BPSK
189,8PSK
190,OQPSK
191,FM
192,AM-SSB-SC
193,AM-DSB-SC
194,BPSK
195,BPSK
196,16PSK
197,AM-DSB-SC
198,FM
199,OQPSK
200,OOK
201,AM-SSB-SC
202,16PSK
203,BPSK
204,QPSK
205,AM-DSB-SC
206,QPSK
207,FM
208,16PSK
209,BPSK
210,BPSK
211,BPSK
212,AM-DSB-SC
213,OQPSK
214,4ASK
215,QPSK
216,FM
217,AM-DSB-SC
218,AM-SSB-SC
219,16PSK
220,BPSK
221,BPSK
222,OOK
223,BPSK
224,FM
225,BPSK
226,FM
227,AM-DSB-SC
228,BPSK
229,16PSK
230,16PSK
